dataCodingFormat,dataProtection,dateTimeOfFirstRecord,dateTimeOfIssue,dateTimeOfLastRecord,depthTypeIndex,gridLandMaskValue,gridOriginLatitude,gridOriginLongitude,gridSpacingLatitudinal,gridSpacingLongitudinal,horizDatumReference,horizDatumValue,maxSurfCurrentSpeed,methodCurrentsProduct,minGridPointLatitudinal,minGridPointLongitudinal,minSurfCurrentSpeed,nameRegion,nameSubregion,numPointsLatitudinal,numPointsLongitudinal,numberOfNodes,numberOfStations,numberOfTimes,productSpecification,protectionScheme,surfaceCurrentDepth,timeRecordInterval,typeOfCurrentData,uncertaintyOfDirection,uncertaintyOfHorzPosition,uncertaintyOfSpeed,uncertaintyOfTime,uncertaintyOfVertPosition,verticalDatum
1,0,20120211T100000Z,20161101T000000Z,20120212T100000Z,1,-1,0,0,0,0,EPSG,4326,0,Harm_pred,0,0,0,Canada,Canada,0,0,0,1,0,S-111_version_1.0.0,Not_applicable,0,900,3,-1,-1,-1,-1,-1,27
